Nom,siren,Descriptif,Profil,Nature (X),Tech (Y),Domaine,Marché Géographique,Client,Distrib.,Biz Model,Date création,Date cessation,APE (ref),Catégorie d'entreprise,Statut juridique,Adresse siège,Département,Nationalité,Soc à Mission,Site web
Eneal,461201337,"Société spécialisée dans l'habitat pour seniors, offrant des résidences intergénérationnelles thématiques, des résidences autonomie et des EHPAD, répondant aux besoins des personnes âgées et des personnes handicapées vieillissantes.",Solution accompagnée,Hybride,Low Tech,Logement,National,EMS,"B2B, B2G",Loyer,1961/01/01,,68.20A,GE,Société anonyme à conseil d'administration,12 RUE CHANTECRIT 33300 BORDEAUX,33,France,No,https://www.eneal.fr/
Homeforlife,920329760,"Une solution de monétisation simple, industrielle et éthique permet aux seniors propriétaires de bien vieillir en tirant parti de leurs biens immobiliers.",Solution accompagnée,Hybride,Low Tech,Finances,National,Bénéficiaires,B2C,Commission,2022/09/26,,66.19B,PME,Société par actions simplifiée,17 AVENUE D'ITALIE 75013 PARIS,75,France,No,https://homeforlife.fr/
Domelior,978089241,"Une plateforme collaborative simplifie l’adaptation du domicile en connectant les différents professionnels impliqués, facilitant ainsi l’usage pour le bénéficiaire final.",Solution accompagnée,Hybride,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Commission,2023/07/19,,62.01Z,,Société par actions simplifiée,2 RUE THEODORE MONOD 35400 SAINT-MALO,35,France,Yes,https://www.domelior.com/
Merci Prosper,899841290,Un contrat permet aux propriétaires de plus de 70 ans de transformer une partie de leur bien immobilier en argent liquide pour améliorer leur pouvoir d’achat et réaliser leurs projets de vie.,Solution accompagnée,Hybride,Low Tech,Finances,National,Bénéficiaires,"B2B2C, B2C",Commission,2021/05/18,,68.31Z,PME,Société par actions simplifiée,19 RUE DES TROIS BORNES 75011 PARIS,75,France,No,https://www.merciprosper.com/
Heka,912982840,"Un habitat inclusif non médicalisé, partagé et destiné aux aînés isolés et/ou en perte d’autonomie.",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2B,Loyer,2022/04/21,,41.10A,PME,Société par actions simplifiée,413 RUE PHILIPPE HERON 69400 VILLEFRANCHE-SUR-SAONE,69,France,No,www.demeure-heka.fr
Label Vivre,920662491,"Référence dans l'expérience des établissements pour seniors, ce produit vise à rénover le lien de confiance entre les établissements et leurs publics en valorisant la parole des résidents, des familles et des salariés, tout en mettant en avant la qualité de l'accompagnement.",Solution accompagnée,Hybride,Low Tech,Communication,National,EMS,B2B,Abonnement,2022/11/01,,70.22Z,PME,Société par actions simplifiée,2 RUE DE MARSEILLE 33000 BORDEAUX,33,France,No,www.labelvivre.fr
MonSenior,852352897,"Service inspiré des familles d’accueil, installé dans des hameaux de 3 à 4 maisons, avec une gouvernante dédiée disponible 24h/24.",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2019/07/02,,96.09Z,PME,Société par actions simplifiée,1 RUE MOLIERE 38000 GRENOBLE,38,France,No,www.monsenior.fr
SAISON3,893593657,Accompagnement des individus dans leur transition vers la retraite pour favoriser le développement continu des talents dans un environnement en transformation.,Solution accompagnée,Hybride,Low Tech,Lifestyle,National,Entreprises,"B2B2C, B2C",Pay to play,2021/01/29,,70.22Z,PME,Société par actions simplifiée,11 AVENUE DES SAPINS 44800 SAINT-HERBLAIN,44,France,No,https://www.saison3.co
Optidomia,821823432,"Réalise des travaux d'adaptation des logements pour permettre le maintien à domicile des seniors, incluant des installations pour l'accessibilité et le confort.",Solution accompagnée,Hybride,Low Tech,Autonomie,Local,Proches,B2C,Pay to play,2016/08/01,,43.29B,PME,Société par actions simplifiée,ESPACE GESTION 17 148 AVENUE DU CIMETIERE 17000 LA ROCHELLE,17,France,No,https://www.optidomia.fr
Koyo,921666681,"Concept de logement locatif destiné aux personnes âgées, conciliant le souhait d'être à la fois chez soi et sous un toit ""familial"".",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2022/10/19,,41.20A,PME,Société à responsabilité limitée (SARL),22 RUE DE LA MAIRIE 44170 ABBARETZ,44,France,No,https://koyo-asso.fr
CetteFamille,814755294,"Solutions d’hébergement collectif pour seniors, incluant des options d'habitat partagé et de famille d’accueil.",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2B2C,Loyer,2015/11/09,,82.11Z,PME,Société par actions simplifiée,47 RUE DES VINAIGRIERS 75010 PARIS,75,France,No,https://www.cettefamille.com/
Appétits et associés,498120989,Service de livraison de repas destiné à fournir des soins médicaux et de prévention santé aux bénéficiaires.,Solution accompagnée,Hybride,Low Tech,Vie pratique,Local,Bénéficiaires,B2B2C,Abonnement,2007/06/04,,88.10A,PME,Société à responsabilité limitée (SARL),164 BOULEVARD DE VERDUN 94120 FONTENAY-SOUS-BOIS,94,France,No,https://www.appetits-associes.fr/
Vivre en béguinage,788911592,"Des logements adaptés pour les seniors, favorisant un environnement de vie communautaire et de soutien.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2012/10/11,,70.22Z,PME,Société par actions simplifiée,3 ALLEE ZEPHYR 66100 PERPIGNAN,66,France,No,https://www.vivre-en-beguinage.fr/
Villavie,520134503,"Hébergement social destiné aux personnes âgées, offrant des logements adaptés aux besoins de cette population.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2010/01/01,,87.30A,PME,Société par actions simplifiée,21 RUE DE BERNE 75008 PARIS,75,France,No,https://www.villavie.fr/
Villa Sully,830444642,"Location de terrains et d'autres biens immobiliers pour des bénéficiaires, avec un modèle économique basé sur le loyer.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2017/06/20,,68.20B,,Société civile,1 AV PAVLOV 78190 TRAPPES,78,France,No,https://villasully.fr/
Villa Medicis,435276308,"Location de terrains et d'autres biens immobiliers pour des bénéficiaires, avec un modèle économique basé sur le loyer.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2001/03/15,,68.20B,,Société civile,24 RUE AUGUSTE RENOIR 34420 VILLENEUVE-LES-BEZIERS,34,France,No,https://residences-villamedicis.com/
Villa Beausoleil,393177118,Hébergement social pour personnes âgées offrant des services adaptés aux besoins médicaux et sociaux des bénéficiaires.,Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,1993/11/01,,87.30A,PME,Société par actions simplifiée,64 A 66 64 RUE GABRIEL PERI 92120 MONTROUGE,92,France,No,https://www.villabeausoleil.com/
Vacances Répit Famille,793784331,"Des villages de vacances sont organisés pour accueillir les aidants et les personnes qu'ils soutiennent, offrant un espace de répit et de détente.",Solution accompagnée,Hybride,Low Tech,Lifestyle,National,Proches,B2C,Loyer,2013/02/05,,55.20Z,,Association loi 1901 ou assimilé,7 RUE DU REGARD 75006 PARIS,75,France,No,https://www.vrf.fr
Unapparté,491869731,"Appartement témoin dédié aux solutions et astuces pour bien vieillir à domicile, élaboré en collaboration avec un bailleur social, une fédération de services à la personne et un centre d'expertise en innovations.",Solution accompagnée,Hybride,Low Tech,Vie pratique,Local,Etat et collectivités publiques,B2B,Subventions,1982/04/01,,88.99B,PME,Association loi 1901 ou assimilé,3EME ETAGE 48 RUE FELIX ESCLANGON 38000 GRENOBLE,38,France,No,https://www.unapparte.com/
"Tom & Josette ",852406784,"Réseau de micro-crèches intergénérationnelles implantées dans des résidences pour seniors, favorisant les échanges entre enfants et personnes âgées à travers un projet pédagogique basé sur le partage et le bien-être mutuel.",Solution accompagnée,Hybride,Low Tech,Lifestyle,Local,EMS,B2B,Abonnement,2019/07/01,,88.91A,PME,Société par actions simplifiée,31 AVENUE DE SEGUR 75007 PARIS,75,France,No,https://www.tometjosette.fr
"Solution douche ",893618652,"Système de douche accessible conçu pour améliorer l'autonomie des bénéficiaires, facilitant l'installation d'eau et de gaz dans divers locaux.",Solution accompagnée,Hybride,Low Tech,Autonomie,Local,Bénéficiaires,B2C,Pay to play,2021/02/03,,43.22A,PME,Société à responsabilité limitée (SARL),102 RUE DE L'HIPPODROME 37170 CHAMBRAY-LES-TOURS,37,France,No,https://www.solution-douche.fr/
Silver Access,848021093,"Adaptation des logements pour les Seniors et les personnes en situation de handicap, en tenant compte de leurs besoins et de leur budget, avec un accompagnement tout au long du projet.",Solution accompagnée,Hybride,Low Tech,Autonomie,Local,Proches,B2C,Pay to play,2019/01/30,,71.11Z,PME,Société par actions simplifiée,28 RUE DU GUELMEUR 29200 BREST,29,France,No,https://silver-access.fr/
Senior Anim,903614949,"Un spectacle interactif de télévision adapté aux personnes âgées vivant en maisons de retraite ou à domicile, permettant de jouer en direct en répondant à des questions, offrant ainsi divertissement, stimulation cognitive et interaction sociale.",Solution accompagnée,Hybride,Low Tech,Communication,Local,Bénéficiaires,B2B2C,Abonnement,2021/09/20,,93.29Z,PME,Société par actions simplifiée,118-130 118 AVENUE JEAN JAURES 75019 PARIS,75,France,No,https://www.senioranim.com/fr/
Saveurs et Vie,434676771,"Services d'aide à domicile axés sur les soins médicaux et la prévention de la santé pour les bénéficiaires, opérant sur un modèle d'abonnement à l'échelle nationale.",Solution accompagnée,Hybride,Low Tech,Santé,National,Bénéficiaires,B2C,Abonnement,2001/01/02,,88.10A,PME,Société par actions simplifiée,ZONE ROMEO COEUR D ORLY BAT 285 RUE DE LA SOIE 94310 ORLY,94,France,No,https://www.saveursetvie.fr/
Radeau,423152503,Service de portage de repas à domicile destiné à un public âgé dans l'Est Var.,Solution accompagnée,Hybride,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Abonnement,1999/06/07,,88.10A,PME,Société à responsabilité limitée (SARL),BALCON DES ARENES  BT A 173 RUE D' AURIASQUE 83600 FREJUS,83,France,No,https://www.portagerepas.eu/
Ovelia,523733822,"Résidences services pour seniors autonomes offrant des logements confortables avec des services à la carte tels que restauration, ménage et animations, dans un cadre sécurisé favorisant l'autonomie et le bien-être des résidents.",Solution accompagnée,Hybride,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Loyer,2010/06/10,,68.20A,GE,Société par actions simplifiée,2313 BOULEVARD DE LA DEFENSE 92000 NANTERRE,92,France,No,https://www.ovelia.fr/
Nohée,394648455,"Des résidences services pour seniors autonomes, avec des appartements adaptés et des services tels que la restauration, le ménage et des activités, le tout dans un cadre sécurisé favorisant le bien-être et la convivialité des résidents.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,1994/04/01,,41.10A,GE,Société en nom collectif,87 RUE DE RICHELIEU 75002 PARIS,75,France,No,https://www.nohee.fr/
Loki Ora,839059805,"Des colocations adaptées aux seniors en milieu urbain favorisent un mode de vie solidaire, sécurisé et convivial, avec des logements conçus pour répondre aux besoins du vieillissement tout en préservant l'autonomie de chacun.",Solution accompagnée,Hybride,Low Tech,Logement,Local,Bénéficiaires,B2C,Loyer,2018/02/14,,94.99Z,PME,Association loi 1901 ou assimilé,6 COURS SULLY 44000 NANTES,44,France,No,https://lokiora.fr
Les villages d'Or,413123878,"Résidences et habitats partagés destinés aux bénéficiaires, offrant un modèle de loyer dans un cadre national.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,1997/07/01,,41.10A,ETI,Société anonyme à conseil d'administration,CENTRE D'AFFAIRES 1421 AVENUE DES PLATANES 34970 LATTES,34,France,No,https://www.les-villages-dor.com/
Les Senioriales,488677733,"Logement destiné aux seniors, offrant des solutions de résidences adaptées pour favoriser leur autonomie et leur bien-être dans un cadre sécurisé et convivial.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2006/01/31,,41.10A,ETI,Société par actions simplifiée,2 PLACE AUGUSTE ALBERT 31500 TOULOUSE,31,France,No,https://www.senioriales.com/
Les Opticiens mobiles,803554245,"Réseau national d'opticiens spécialisés intervenant directement dans les lieux de vie ou de travail des personnes actives, ainsi que des personnes fragiles (âgées et handicapées), à domicile, en maisons de retraite, en établissements d'hébergement et dans des entreprises.",Solution accompagnée,Hybride,Low Tech,Santé,National,Bénéficiaires,B2B2C,Pay to play,2014/09/01,,47.78A,PME,Société par actions simplifiée,153 RUE DE CREQUI 69006 LYON,69,France,No,https://www.lesopticiensmobiles.com
Les Menus services,450880968,"Service de traiteur spécialisé dans les soins médicaux et la prévention santé, offrant des abonnements pour des repas adaptés aux besoins des bénéficiaires.",Solution accompagnée,Hybride,Low Tech,Santé,National,Bénéficiaires,B2C,Abonnement,2003/11/18,,56.21Z,PME,Société par actions simplifiée,N°10 AU 12 10 RUE DU PIC DE BARRETTE 75015 PARIS,75,France,No,https://www.les-menus-services.com/
Les Jardins d'Arcadie,443442835,"Résidences et habitats partagés destinés aux personnes âgées, offrant un hébergement médicalisé dans un cadre hybride et accessible.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,2002/09/17,,87.10A,ETI,Société par actions simplifiée,18 BOIS DU MONT LAMBERT 62280 SAINT-MARTIN-BOULOGNE,62,France,No,https://jardins-arcadie.fr/
Les Héspérides,413189259,"Résidences et habitats partagés destinés aux bénéficiaires, avec un modèle de location, situés à Paris et opérant sur le marché national.",Solution accompagnée,Hybride,Low Tech,Logement,National,Bénéficiaires,B2C,Loyer,1997/07/01,,68.31Z,GE,Société par actions simplifiée,87 RUE DE RICHELIEU 75002 PARIS,75,France,No,https://www.sopregim.fr/
Le Pari Solidaire,775618150,"Association pionnière de la cohabitation intergénérationnelle à Paris, mettant en relation des seniors souhaitant héberger un jeune à moindre coût en échange d’une présence rassurante et d’un engagement solidaire.",Solution accompagnée,Hybride,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Abonnement,1900/01/01,,86.10Z,ETI,Association loi 1901 ou assimilé,47 RUE HAUTE SEILLE 57000 METZ,57,France,No,https://www.leparisolidaire.fr
HS2,500229398,"Label permettant d’adapter l’habitat et de mettre en place un écosystème de services et de professionnels pour aider à conserver l’autonomie des personnes, que ce soit chez elles ou dans un lieu choisi.",Solution accompagnée,Hybride,Low Tech,Communication,National,Entreprises,B2B,Abonnement,2007/09/19,,71.20B,GE,Société par actions simplifiée,6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,92,France,No,https://www.apave-certification.com/fr
